product_id,title,category,price,rating,review_count,purchased_last_month,brand,seller,is_prime,product_url,scraped_at,original_price_won,image_url,maker,data_source,naver_category1,naver_category2,naver_category3,naver_category4,search_keyword,category_avg_price,price_to_category_avg_ratio,keyword_avg_price,price_to_keyword_avg_ratio,price_x_rating,rating_x_review_count,price_x_review_count
NAVER_86628988785,그루브스톤 GV10 수제윤활 라이트G GA 저소음 밀키축 38g 104키 기계식키보드,디지털/가전 > 주변기기 > 키보드 > 유선키보드,95.56,4.4,23.0,76,엠스톤,포올,False,https://smartstore.naver.com/main/products/9084488462,2025-09-23 00:52:03.403130,129000,https://shopping-phinf.pstatic.net/main_8662898/86628988785.17.jpg,엠스톤글로벌,naver_shopping_search,디지털/가전,주변기기,키보드,유선키보드,키보드,54.54942857142857,1.7518057017750612,54.4031,1.7565175513895348,420.46400000000006,101.2,2197.88
NAVER_53531359969,"프리플로우 Archon M1 PRO TKL 메카닉, 퀵실버 마그네틱축",디지털/가전 > 주변기기 > 키보드 > 유선키보드,95.56,4.3,94.0,36,프리플로우,네이버,False,https://search.shopping.naver.com/catalog/53531359969,2025-09-23 00:52:03.403135,129000,https://shopping-phinf.pstatic.net/main_5353135/53531359969.20250708151603.jpg,프리플로우,naver_shopping_search,디지털/가전,주변기기,키보드,유선키보드,키보드,54.54942857142857,1.7518057017750612,54.4031,1.7565175513895348,410.908,404.2,8982.64
NAVER_54213702296,"앱코 AK99 3모드 OTEMU 특주축 기계식 키보드 그린, 멜론축",디지털/가전 > 주변기기 > 키보드 > 무선키보드,42.96,3.9,24.0,115,앱코,네이버,False,https://search.shopping.naver.com/catalog/54213702296,2025-09-23 00:52:03.403142,58000,https://shopping-phinf.pstatic.net/main_5421370/54213702296.20250721105839.jpg,앱코,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,0.7908062122636701,54.4031,0.7896608832952534,167.544,93.6,1031.04
NAVER_89412670778,"키크론 K10 PRO MAX 무선 기계식 키보드 애플 사무용 키보드 레트로 파스텔, 저소음 적축",디지털/가전 > 주변기기 > 키보드 > 무선키보드,110.96,4.2,134.0,50,키크론,키크론 공식스토어,False,https://smartstore.naver.com/main/products/11868160184,2025-09-23 00:52:03.403149,149800,https://shopping-phinf.pstatic.net/main_8941267/89412670778.1.jpg,키크론,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,2.042547889031118,54.4031,2.0395896557365294,466.032,562.8000000000001,14868.64
NAVER_89056226270,[국내정품] 로지텍 키즈투고2 무선 블루투스 키보드 아이패드 휴대용 미니,디지털/가전 > 주변기기 > 키보드 > 무선키보드,80.74,4.3,146.0,74,로지텍,로지텍정품스토어,False,https://smartstore.naver.com/main/products/11511715897,2025-09-23 00:52:03.403154,109000,https://shopping-phinf.pstatic.net/main_8905622/89056226270.jpg,로지텍,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,1.486259161502996,54.4031,1.4841066042192448,347.18199999999996,627.8,11788.039999999999
NAVER_55448779666,"키크론 K10 PRO SE2 핫스왑 레트로, 저소음 적축",디지털/가전 > 주변기기 > 키보드 > 무선키보드,101.69,4.6,113.0,13,키크론,네이버,False,https://search.shopping.naver.com/catalog/55448779666,2025-09-23 00:52:03.403159,137280,https://shopping-phinf.pstatic.net/main_5544877/55448779666.20250714141621.jpg,키크론,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,1.871906045742379,54.4031,1.8691949539640202,467.77399999999994,519.8,11490.97
NAVER_53527665505,"커세어 K70 RGB PRO 게이밍 기계식 키보드 블랙, 저소음 적축",디지털/가전 > 주변기기 > 키보드 > 유선키보드,132.59,4.6,173.0,38,커세어,네이버,False,https://search.shopping.naver.com/catalog/53527665505,2025-09-23 00:52:03.403165,179000,https://shopping-phinf.pstatic.net/main_5352766/53527665505.20250313102152.jpg,커세어,naver_shopping_search,디지털/가전,주변기기,키보드,유선키보드,키보드,54.54942857142857,2.4306395772117555,54.4031,2.437177293205718,609.914,795.8,22938.07
NAVER_53955066646,"지클릭커 슈퍼 히어로 GK-510X 게이밍 기계식 키보드 블랙, 갈축",디지털/가전 > 주변기기 > 키보드 > 유선키보드,22.07,4.1,16.0,95,지클릭커,네이버,False,https://search.shopping.naver.com/catalog/53955066646,2025-09-23 00:52:03.403171,29800,https://shopping-phinf.pstatic.net/main_5395506/53955066646.20250902151915.jpg,지클릭커,naver_shopping_search,디지털/가전,주변기기,키보드,유선키보드,키보드,54.54942857142857,0.40458718959999584,54.4031,0.40567541187910244,90.487,65.6,353.12
NAVER_53624572825,"지클릭커 레트로 레드 슈퍼히어로 SPK104 저소음 풀 윤활 기계식 키보드 RB1, 저소음 적축",디지털/가전 > 주변기기 > 키보드 > 유선키보드,27.26,3.8,77.0,92,지클릭커,네이버,False,https://search.shopping.naver.com/catalog/53624572825,2025-09-23 00:52:03.403176,36800,https://shopping-phinf.pstatic.net/main_5362457/53624572825.20250602142708.jpg,지클릭커,naver_shopping_search,디지털/가전,주변기기,키보드,유선키보드,키보드,54.54942857142857,0.49973025774788793,54.4031,0.5010743873051352,103.58800000000001,292.59999999999997,2099.02
NAVER_87881404658,[한글정발] AULA F75 독거미 키보드 무소음 적축 커스텀 풀윤활 보글보글 사무실 사무용 회목축V3,디지털/가전 > 주변기기 > 키보드 > 무선키보드,40.67,4.1,62.0,104,아우라,디어다니,False,https://smartstore.naver.com/main/products/10336900431,2025-09-23 00:52:03.403182,54900,https://shopping-phinf.pstatic.net/main_8788140/87881404658.6.jpg,AULA,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,0.7486519705019428,54.4031,0.7475676937527457,166.74699999999999,254.2,2521.54
